series_id        ,area_code,item_code,begin_year,begin_period,end_year,end_period
APUC20072620     ,C200,72620,1978,M11,1997,M12
APUC20072621     ,C200,72621,1978,M11,1997,M12
APUC20074712     ,C200,74712,1978,M01,1991,M04
APUC20074713     ,C200,74713,1978,M01,1980,M05
APUC20074714     ,C200,74714,1978,M01,1997,M12
APUC20074715     ,C200,74715,1993,M12,1997,M12
APUC20074716     ,C200,74716,1986,M02,1997,M12
APUC2007471A     ,C200,7471A,1978,M01,1997,M12
APUC30072511     ,C300,72511,1987,M01,1991,M06
APUC30072601     ,C300,72601,1978,M11,1997,M12
APUC30072610     ,C300,72610,1978,M11,1997,M12
APUC30072611     ,C300,72611,1978,M11,1997,M12
APUC30072620     ,C300,72620,1978,M11,1997,M12
APUC30072621     ,C300,72621,1978,M11,1997,M12
APUC30074712     ,C300,74712,1978,M01,1990,M02
APUC30074713     ,C300,74713,1978,M01,1981,M02
APUC30074714     ,C300,74714,1978,M01,1997,M12
APUC30074715     ,C300,74715,1993,M12,1997,M12
APUC30074716     ,C300,74716,1981,M09,1997,M12
APUC3007471A     ,C300,7471A,1978,M01,1997,M12
APUC40072511     ,C400,72511,1978,M11,1997,M12
APUC40072601     ,C400,72601,1978,M11,1997,M12
APUC40072610     ,C400,72610,1978,M11,1997,M12
APUC40072611     ,C400,72611,1978,M11,1997,M12
APUC40072620     ,C400,72620,1978,M11,1997,M12
APUC40072621     ,C400,72621,1978,M11,1997,M12
APUC40074712     ,C400,74712,1978,M01,1991,M04
APUC40074713     ,C400,74713,1978,M01,1981,M12
APUC40074714     ,C400,74714,1978,M01,1997,M12
APUC40074715     ,C400,74715,1993,M12,1997,M12
APUC40074716     ,C400,74716,1981,M09,1997,M12
APUC4007471A     ,C400,7471A,1978,M01,1997,M12
APUD00072511     ,D000,72511,1987,M01,2014,M12
APUD00072601     ,D000,72601,1987,M01,2013,M06
APUD00072610     ,D000,72610,1987,M01,2017,M12
APUD00072611     ,D000,72611,1987,M01,2013,M06
APUD00072620     ,D000,72620,1987,M01,2017,M12
APUD00072621     ,D000,72621,1987,M01,2013,M06
APUD00074712     ,D000,74712,1987,M01,1991,M04
APUD00074714     ,D000,74714,1987,M01,2017,M12
APUD00074715     ,D000,74715,1993,M12,2017,M12
APUD00074716     ,D000,74716,1987,M01,2017,M12
APUD00074717     ,D000,74717,1998,M01,2017,M12
APUD0007471A     ,D000,7471A,1987,M01,2017,M12
APUD10072511     ,D100,72511,1978,M11,1986,M12
APUD10072601     ,D100,72601,1978,M11,1986,M12
APUD10072610     ,D100,72610,1978,M11,1986,M12
APUD10072611     ,D100,72611,1978,M11,1986,M12
APUD10072620     ,D100,72620,1978,M11,1986,M12
APUD10072621     ,D100,72621,1978,M11,1986,M12
APUD10074712     ,D100,74712,1978,M01,1986,M12
APUD10074713     ,D100,74713,1978,M01,1980,M05
APUD10074714     ,D100,74714,1978,M01,1986,M12
APUD10074716     ,D100,74716,1981,M12,1986,M12
APUD1007471A     ,D100,7471A,1978,M01,1986,M12
APUD20072511     ,D200,72511,1979,M09,2017,M04
APUD20072601     ,D200,72601,1979,M08,2013,M06
APUD20072610     ,D200,72610,1978,M11,2017,M12
APUD20072611     ,D200,72611,1979,M08,2013,M06
APUD20072620     ,D200,72620,1978,M11,2017,M12
APUD20072621     ,D200,72621,1978,M11,2013,M06
APUD20074712     ,D200,74712,1978,M01,1990,M01
APUD20074713     ,D200,74713,1978,M01,1980,M05
APUD20074714     ,D200,74714,1978,M01,2017,M12
APUD20074715     ,D200,74715,1993,M12,2017,M12
APUD20074716     ,D200,74716,1993,M12,2017,M12
APUD20074717     ,D200,74717,2007,M09,2017,M12
APUD2007471A     ,D200,7471A,1978,M01,2017,M12
APUD30072511     ,D300,72511,1979,M05,2009,M10
APUD30072601     ,D300,72601,1978,M11,2013,M06
APUD30072610     ,D300,72610,1978,M11,2017,M12
APUD30072611     ,D300,72611,1978,M11,2013,M06
APUD30072620     ,D300,72620,1978,M11,2017,M12
APUD30072621     ,D300,72621,1978,M11,2013,M06
APUD30074712     ,D300,74712,1978,M01,1989,M04
APUD30074713     ,D300,74713,1978,M01,1980,M05
APUD30074714     ,D300,74714,1978,M01,2017,M12
APUD30074715     ,D300,74715,1993,M12,2017,M12
APUD30074716     ,D300,74716,1981,M09,2017,M12
APUD30074717     ,D300,74717,2005,M05,2017,M12
APUD3007471A     ,D300,7471A,1978,M01,2017,M12
APUD40072511     ,D400,72511,1979,M06,1986,M12
APUD40072601     ,D400,72601,1978,M11,1986,M12
APUD40072610     ,D400,72610,1978,M11,1986,M12
APUD40072611     ,D400,72611,1978,M11,1986,M12
APUD40072620     ,D400,72620,1978,M11,1986,M12
APUD40072621     ,D400,72621,1978,M11,1986,M12
APUD40074712     ,D400,74712,1978,M01,1986,M12
APUD40074713     ,D400,74713,1978,M01,1981,M01
APUD40074714     ,D400,74714,1978,M01,1986,M12
APUD4007471A     ,D400,7471A,1978,M01,1986,M12
APUN00072511     ,N000,72511,1998,M01,2025,M02
APUN00072601     ,N000,72601,1998,M01,2013,M06
APUN00072610     ,N000,72610,1998,M01,2025,M02
APUN00072611     ,N000,72611,1998,M01,2013,M06
APUN00072620     ,N000,72620,1998,M01,2025,M02
APUN00072621     ,N000,72621,1998,M01,2013,M06
APUN00074714     ,N000,74714,1998,M01,2025,M02
APUN00074715     ,N000,74715,1998,M01,2025,M02
APUN00074716     ,N000,74716,1998,M01,2025,M02
APUN00074717     ,N000,74717,1998,M01,2025,M02
APUN0007471A     ,N000,7471A,1998,M01,2025,M02
APUN10072511     ,N100,72511,1998,M01,2025,M02
APUN10072601     ,N100,72601,1998,M01,2013,M06
APUN10072610     ,N100,72610,1998,M01,2024,M12
APUN10072611     ,N100,72611,1998,M01,2013,M06
APUN10072620     ,N100,72620,1998,M01,2024,M12
APUN10072621     ,N100,72621,1998,M01,2013,M06
APUN10074714     ,N100,74714,1998,M01,2025,M02
APUN10074715     ,N100,74715,1998,M01,2025,M02
APUN10074716     ,N100,74716,1998,M01,2025,M02
APUN10074717     ,N100,74717,1998,M01,2025,M02
APUN1007471A     ,N100,7471A,1998,M01,2025,M02
APUN20072511     ,N200,72511,1998,M01,2024,M07
APUN20072601     ,N200,72601,1998,M01,2013,M06
APUN20072610     ,N200,72610,1998,M01,2024,M12
APUN20072611     ,N200,72611,1998,M01,2013,M06
APUN20072620     ,N200,72620,1998,M01,2024,M12
APUN20072621     ,N200,72621,1998,M01,2013,M06
APUN20074714     ,N200,74714,1998,M01,2025,M02
APUN20074715     ,N200,74715,1998,M01,2025,M02
APUN20074716     ,N200,74716,1998,M01,2025,M02
APUN20074717     ,N200,74717,1998,M01,2025,M02
APUN2007471A     ,N200,7471A,1998,M01,2025,M02
APUN30072511     ,N300,72511,1998,M01,2025,M02
APUN30072601     ,N300,72601,1998,M01,2013,M06
APUN30072610     ,N300,72610,1998,M01,2024,M12
APUN30072611     ,N300,72611,1998,M01,2013,M06
APUN30072620     ,N300,72620,1998,M01,2024,M12
APUN30072621     ,N300,72621,1998,M01,2013,M06
APUN30074714     ,N300,74714,1998,M01,2025,M02
APUN30074715     ,N300,74715,1998,M01,2025,M02
APUN30074716     ,N300,74716,1998,M01,2025,M02
APUN30074717     ,N300,74717,1998,M01,2025,M02
APUN3007471A     ,N300,7471A,1998,M01,2025,M02
APUN40072511     ,N400,72511,1998,M01,2014,M12
APUN40072601     ,N400,72601,1998,M01,2013,M06
APUN40072610     ,N400,72610,1998,M01,2024,M12
APUN40072611     ,N400,72611,1998,M01,2013,M06
APUN40072620     ,N400,72620,1998,M01,2024,M12
APUN40072621     ,N400,72621,1998,M01,2013,M06
APUN40074714     ,N400,74714,1998,M01,2025,M02
APUN40074715     ,N400,74715,1998,M01,2025,M02
APUN40074716     ,N400,74716,1998,M01,2025,M02
APUN40074717     ,N400,74717,1998,M01,2025,M02
APUN4007471A     ,N400,7471A,1998,M01,2025,M02
APUS00072511     ,S000,72511,1987,M01,2025,M02
APUS00072601     ,S000,72601,1987,M01,2013,M06
APUS00072610     ,S000,72610,1987,M01,2025,M02
APUS00072611     ,S000,72611,1987,M01,2013,M06
APUS00072620     ,S000,72620,1987,M01,2025,M02
APUS00072621     ,S000,72621,1987,M01,2013,M06
APUS00074712     ,S000,74712,1987,M01,1991,M04
APUS00074714     ,S000,74714,1987,M01,2025,M02
APUS00074715     ,S000,74715,1993,M12,2025,M02
APUS00074716     ,S000,74716,1987,M01,2025,M02
APUS00074717     ,S000,74717,1998,M01,2025,M02
APUS0007471A     ,S000,7471A,1987,M01,2025,M02
APUS10072511     ,S100,72511,1978,M11,2025,M02
APUS10072601     ,S100,72601,1978,M11,2013,M06
APUS10072610     ,S100,72610,1978,M11,2024,M12
APUS10072611     ,S100,72611,1978,M11,2013,M06
APUS10072620     ,S100,72620,1978,M11,2024,M12
APUS10072621     ,S100,72621,1978,M11,2013,M06
APUS10074712     ,S100,74712,1978,M01,1989,M08
APUS10074713     ,S100,74713,1978,M01,1981,M10
APUS10074714     ,S100,74714,1978,M01,2025,M02
APUS10074715     ,S100,74715,1993,M12,2025,M02
APUS10074716     ,S100,74716,1981,M09,2025,M02
APUS10074717     ,S100,74717,1998,M01,2025,M02
APUS1007471A     ,S100,7471A,1978,M01,2025,M02
APUS11A72511     ,S11A,72511,1978,M11,1997,M12
APUS11A72601     ,S11A,72601,1978,M11,2013,M06
APUS11A72610     ,S11A,72610,1978,M11,2024,M12
APUS11A72611     ,S11A,72611,1978,M11,2013,M06
APUS11A72620     ,S11A,72620,1978,M11,2024,M12
APUS11A72621     ,S11A,72621,1978,M11,2013,M06
APUS11A74712     ,S11A,74712,1978,M01,1989,M01
APUS11A74713     ,S11A,74713,1978,M01,1980,M07
APUS11A74714     ,S11A,74714,1978,M01,2025,M02
APUS11A74715     ,S11A,74715,1993,M12,2025,M02
APUS11A74716     ,S11A,74716,1981,M09,2025,M02
APUS11A7471A     ,S11A,7471A,1978,M01,2025,M02
APUS12A72511     ,S12A,72511,1978,M11,1997,M12
APUS12A72601     ,S12A,72601,1978,M11,2013,M06
APUS12A72610     ,S12A,72610,1978,M11,2024,M12
APUS12A72611     ,S12A,72611,1978,M11,2013,M06
APUS12A72620     ,S12A,72620,1978,M11,2024,M12
APUS12A72621     ,S12A,72621,1978,M11,2013,M06
APUS12A74712     ,S12A,74712,1978,M01,1989,M08
APUS12A74713     ,S12A,74713,1978,M01,1981,M09
APUS12A74714     ,S12A,74714,1978,M01,2025,M02
APUS12A74715     ,S12A,74715,1993,M12,2025,M02
APUS12A74716     ,S12A,74716,1981,M09,2025,M02
APUS12A7471A     ,S12A,7471A,1978,M01,2025,M02
APUS12B72511     ,S12B,72511,1978,M11,1997,M12
APUS12B72601     ,S12B,72601,1978,M11,2013,M06
APUS12B72610     ,S12B,72610,1978,M11,2024,M12
APUS12B72611     ,S12B,72611,1978,M11,2013,M06
APUS12B72620     ,S12B,72620,1978,M11,2024,M12
APUS12B72621     ,S12B,72621,1978,M11,2013,M06
APUS12B74712     ,S12B,74712,1978,M01,1989,M02
APUS12B74713     ,S12B,74713,1978,M01,1980,M10
APUS12B74714     ,S12B,74714,1978,M01,2025,M02
APUS12B74715     ,S12B,74715,1994,M10,2025,M02
APUS12B74716     ,S12B,74716,1981,M09,2025,M02
APUS12B7471A     ,S12B,7471A,1978,M01,2025,M02
APUS20072511     ,S200,72511,1978,M11,2017,M05
APUS20072601     ,S200,72601,1978,M11,2013,M06
APUS20072610     ,S200,72610,1978,M11,2024,M12
APUS20072611     ,S200,72611,1978,M11,2013,M06
APUS20072620     ,S200,72620,1978,M11,2024,M12
APUS20072621     ,S200,72621,1978,M11,2013,M06
APUS20074712     ,S200,74712,1978,M01,1991,M04
APUS20074713     ,S200,74713,1978,M01,1982,M08
APUS20074714     ,S200,74714,1978,M01,2025,M02
APUS20074715     ,S200,74715,1993,M12,2025,M02
APUS20074716     ,S200,74716,1981,M09,2025,M02
APUS20074717     ,S200,74717,1998,M01,2025,M02
APUS2007471A     ,S200,7471A,1978,M01,2025,M02
APUS23A72511     ,S23A,72511,1978,M11,1996,M09
APUS23A72601     ,S23A,72601,1978,M11,2013,M06
APUS23A72610     ,S23A,72610,1978,M11,2024,M12
APUS23A72611     ,S23A,72611,1978,M11,2013,M06
APUS23A72620     ,S23A,72620,1978,M11,2024,M12
APUS23A72621     ,S23A,72621,1978,M11,2013,M06
APUS23A74712     ,S23A,74712,1978,M01,1989,M05
APUS23A74713     ,S23A,74713,1978,M01,1980,M05
APUS23A74714     ,S23A,74714,1978,M01,2025,M02
APUS23A74715     ,S23A,74715,1993,M12,2025,M02
APUS23A74716     ,S23A,74716,1981,M09,2025,M02
APUS23A7471A     ,S23A,7471A,1978,M01,2025,M02
APUS23B72511     ,S23B,72511,1978,M11,1995,M10
APUS23B72601     ,S23B,72601,1978,M11,2013,M06
APUS23B72610     ,S23B,72610,1978,M11,2024,M10
APUS23B72611     ,S23B,72611,1978,M11,2013,M06
APUS23B72620     ,S23B,72620,1978,M11,2024,M11
APUS23B72621     ,S23B,72621,1978,M11,2013,M06
APUS23B74712     ,S23B,74712,1978,M01,1989,M04
APUS23B74713     ,S23B,74713,1978,M01,1980,M05
APUS23B74714     ,S23B,74714,1978,M01,2025,M02
APUS23B74715     ,S23B,74715,1993,M12,2025,M02
APUS23B74716     ,S23B,74716,1981,M09,2025,M02
APUS23B7471A     ,S23B,7471A,1978,M01,2025,M02
APUS24A72511     ,S24A,72511,1978,M11,1986,M12
APUS24A72601     ,S24A,72601,1978,M11,1986,M12
APUS24A72610     ,S24A,72610,1978,M11,2024,M12
APUS24A72611     ,S24A,72611,1978,M11,1986,M12
APUS24A72620     ,S24A,72620,1978,M11,2024,M12
APUS24A72621     ,S24A,72621,1978,M11,1986,M12
APUS24A74712     ,S24A,74712,1978,M01,1986,M12
APUS24A74713     ,S24A,74713,1978,M01,1982,M07
APUS24A74714     ,S24A,74714,1978,M01,2025,M02
APUS24A74715     ,S24A,74715,2018,M01,2025,M02
APUS24A74716     ,S24A,74716,1983,M11,2025,M02
APUS24A7471A     ,S24A,7471A,1978,M01,2025,M02
APUS24B72511     ,S24B,72511,1980,M08,1990,M09
APUS24B72601     ,S24B,72601,1978,M11,1997,M12
APUS24B72610     ,S24B,72610,1978,M11,2024,M11
APUS24B72611     ,S24B,72611,1978,M11,1997,M12
APUS24B72620     ,S24B,72620,1978,M11,2024,M11
APUS24B72621     ,S24B,72621,1978,M11,1997,M12
APUS24B74712     ,S24B,74712,1978,M01,1990,M03
APUS24B74713     ,S24B,74713,1978,M01,1980,M05
APUS24B74714     ,S24B,74714,1978,M01,2025,M02
APUS24B74715     ,S24B,74715,1993,M12,2025,M02
APUS24B74716     ,S24B,74716,1981,M09,2025,M02
APUS24B7471A     ,S24B,7471A,1978,M01,2025,M02
APUS30072511     ,S300,72511,1978,M11,2025,M01
APUS30072601     ,S300,72601,1978,M11,2013,M06
APUS30072610     ,S300,72610,1978,M11,2024,M12
APUS30072611     ,S300,72611,1978,M11,2013,M06
APUS30072620     ,S300,72620,1978,M11,2024,M12
APUS30072621     ,S300,72621,1978,M11,2013,M06
APUS30074712     ,S300,74712,1978,M01,1991,M04
APUS30074713     ,S300,74713,1978,M01,1981,M06
APUS30074714     ,S300,74714,1978,M01,2025,M02
APUS30074715     ,S300,74715,1993,M12,2025,M02
APUS30074716     ,S300,74716,1981,M09,2025,M02
APUS30074717     ,S300,74717,1998,M01,2025,M02
APUS3007471A     ,S300,7471A,1978,M01,2025,M02
APUS35A72511     ,S35A,72511,1978,M11,1997,M12
APUS35A72601     ,S35A,72601,1978,M11,1997,M12
APUS35A72610     ,S35A,72610,1978,M11,2024,M12
APUS35A72611     ,S35A,72611,1978,M11,1997,M12
APUS35A72620     ,S35A,72620,1978,M11,2024,M12
APUS35A72621     ,S35A,72621,1978,M11,1997,M12
APUS35A74712     ,S35A,74712,1978,M01,1988,M03
APUS35A74713     ,S35A,74713,1978,M01,1980,M09
APUS35A74714     ,S35A,74714,1978,M01,2025,M02
APUS35A74715     ,S35A,74715,1993,M12,2025,M02
APUS35A74716     ,S35A,74716,1981,M09,2025,M02
APUS35A7471A     ,S35A,7471A,1978,M01,2025,M02
APUS35B72601     ,S35B,72601,1978,M11,2013,M06
APUS35B72610     ,S35B,72610,1978,M11,2024,M12
APUS35B72611     ,S35B,72611,1978,M11,2013,M06
APUS35B72620     ,S35B,72620,1978,M11,2024,M12
APUS35B72621     ,S35B,72621,1978,M11,2013,M06
APUS35B74712     ,S35B,74712,1978,M01,1987,M12
APUS35B74713     ,S35B,74713,1978,M01,1980,M05
APUS35B74714     ,S35B,74714,1978,M01,2025,M02
APUS35B74715     ,S35B,74715,1993,M12,2025,M02
APUS35B74716     ,S35B,74716,1981,M09,2025,M02
APUS35B7471A     ,S35B,7471A,1978,M01,2025,M02
APUS35C72601     ,S35C,72601,1978,M11,2013,M06
APUS35C72610     ,S35C,72610,1978,M11,2024,M12
APUS35C72611     ,S35C,72611,1978,M11,2013,M06
APUS35C72620     ,S35C,72620,1978,M11,2024,M12
APUS35C72621     ,S35C,72621,1978,M11,2013,M06
APUS35C74712     ,S35C,74712,1978,M01,1986,M12
APUS35C74713     ,S35C,74713,1978,M01,1981,M03
APUS35C74714     ,S35C,74714,1978,M01,2025,M02
APUS35C74715     ,S35C,74715,1998,M01,2025,M02
APUS35C74716     ,S35C,74716,1981,M09,2025,M02
APUS35C7471A     ,S35C,7471A,1978,M01,2025,M02
APUS35D72610     ,S35D,72610,2018,M01,2023,M12
APUS35D74714     ,S35D,74714,2018,M01,2025,M02
APUS35D74715     ,S35D,74715,2018,M01,2025,M02
APUS35D74716     ,S35D,74716,2018,M01,2025,M02
APUS35D7471A     ,S35D,7471A,2018,M01,2025,M02
APUS35E72511     ,S35E,72511,1978,M11,1997,M12
APUS35E72601     ,S35E,72601,1978,M11,1997,M12
APUS35E72610     ,S35E,72610,1978,M11,2024,M12
APUS35E72611     ,S35E,72611,1978,M11,1997,M12
APUS35E72620     ,S35E,72620,1978,M11,2024,M12
APUS35E72621     ,S35E,72621,1978,M11,1997,M12
APUS35E74712     ,S35E,74712,1978,M01,1988,M12
APUS35E74713     ,S35E,74713,1978,M01,1980,M09
APUS35E74714     ,S35E,74714,1978,M01,2025,M02
APUS35E74715     ,S35E,74715,1993,M12,2025,M02
APUS35E74716     ,S35E,74716,1981,M09,2025,M02
APUS35E7471A     ,S35E,7471A,1978,M01,2025,M02
APUS37A72601     ,S37A,72601,1978,M11,2013,M06
APUS37A72610     ,S37A,72610,1978,M11,2024,M12
APUS37A72611     ,S37A,72611,1978,M11,2013,M06
APUS37A72620     ,S37A,72620,1978,M11,2024,M12
APUS37A72621     ,S37A,72621,1978,M11,2013,M06
APUS37A74712     ,S37A,74712,1978,M01,1989,M12
APUS37A74713     ,S37A,74713,1978,M01,1980,M05
APUS37A74714     ,S37A,74714,1978,M01,2025,M02
APUS37A74715     ,S37A,74715,1993,M12,2025,M02
APUS37A74716     ,S37A,74716,1981,M09,2025,M02
APUS37A7471A     ,S37A,7471A,1978,M01,2025,M02
APUS37B72601     ,S37B,72601,1979,M08,2013,M06
APUS37B72610     ,S37B,72610,1978,M11,2024,M12
APUS37B72611     ,S37B,72611,1979,M08,2013,M06
APUS37B72620     ,S37B,72620,1979,M03,2024,M11
APUS37B72621     ,S37B,72621,1978,M11,2013,M06
APUS37B74712     ,S37B,74712,1978,M01,1989,M04
APUS37B74713     ,S37B,74713,1978,M01,1980,M09
APUS37B74714     ,S37B,74714,1978,M01,2025,M02
APUS37B74715     ,S37B,74715,1993,M12,2025,M02
APUS37B74716     ,S37B,74716,1981,M09,2025,M02
APUS37B7471A     ,S37B,7471A,1978,M01,2025,M02
APUS40072511     ,S400,72511,1978,M11,2016,M04
APUS40072601     ,S400,72601,1978,M11,2013,M06
APUS40072610     ,S400,72610,1978,M11,2024,M12
APUS40072611     ,S400,72611,1978,M11,2013,M06
APUS40072620     ,S400,72620,1978,M11,2024,M12
APUS40072621     ,S400,72621,1978,M11,2013,M06
APUS40074712     ,S400,74712,1978,M01,1991,M04
APUS40074713     ,S400,74713,1978,M01,1983,M12
APUS40074714     ,S400,74714,1978,M01,2025,M02
APUS40074715     ,S400,74715,1993,M12,2025,M02
APUS40074716     ,S400,74716,1981,M09,2025,M02
APUS40074717     ,S400,74717,1998,M01,2025,M02
APUS4007471A     ,S400,7471A,1978,M01,2025,M02
APUS48A72610     ,S48A,72610,2018,M01,2024,M12
APUS48A72620     ,S48A,72620,2018,M01,2024,M12
APUS48A74714     ,S48A,74714,2018,M01,2025,M02
APUS48A74715     ,S48A,74715,2018,M01,2025,M02
APUS48A74716     ,S48A,74716,2018,M01,2025,M02
APUS48A7471A     ,S48A,7471A,2018,M01,2025,M02
APUS48B72601     ,S48B,72601,1978,M11,1986,M12
APUS48B72610     ,S48B,72610,1978,M11,2024,M05
APUS48B72611     ,S48B,72611,1978,M11,1986,M12
APUS48B72620     ,S48B,72620,1978,M11,2019,M12
APUS48B72621     ,S48B,72621,1978,M11,1986,M12
APUS48B74712     ,S48B,74712,1978,M01,1986,M12
APUS48B74713     ,S48B,74713,1978,M01,1980,M09
APUS48B74714     ,S48B,74714,1978,M01,2025,M02
APUS48B74715     ,S48B,74715,2018,M01,2025,M02
APUS48B74716     ,S48B,74716,1985,M01,2025,M02
APUS48B7471A     ,S48B,7471A,1978,M01,2025,M02
APUS49A72601     ,S49A,72601,1978,M11,2013,M06
APUS49A72610     ,S49A,72610,1978,M11,2024,M12
APUS49A72611     ,S49A,72611,1978,M11,2013,M06
APUS49A72620     ,S49A,72620,1978,M11,2024,M12
APUS49A72621     ,S49A,72621,1978,M11,2013,M06
APUS49A74712     ,S49A,74712,1978,M01,1991,M04
APUS49A74713     ,S49A,74713,1978,M01,1982,M09
APUS49A74714     ,S49A,74714,1978,M01,2025,M02
APUS49A74715     ,S49A,74715,1993,M12,2025,M02
APUS49A74716     ,S49A,74716,1981,M09,2025,M02
APUS49A7471A     ,S49A,7471A,1978,M01,2025,M02
APUS49B72601     ,S49B,72601,1978,M11,2013,M06
APUS49B72610     ,S49B,72610,1978,M11,2024,M12
APUS49B72611     ,S49B,72611,1978,M11,2013,M06
APUS49B72620     ,S49B,72620,1978,M11,2024,M12
APUS49B72621     ,S49B,72621,1978,M11,2013,M06
APUS49B74712     ,S49B,74712,1978,M01,1991,M04
APUS49B74713     ,S49B,74713,1978,M01,1981,M02
APUS49B74714     ,S49B,74714,1978,M01,2025,M02
APUS49B74715     ,S49B,74715,1993,M12,2025,M02
APUS49B74716     ,S49B,74716,1981,M09,2025,M02
APUS49B7471A     ,S49B,7471A,1978,M01,2025,M02
APUS49C72610     ,S49C,72610,2018,M01,2024,M12
APUS49C72620     ,S49C,72620,2018,M01,2024,M12
APUS49C74714     ,S49C,74714,2018,M01,2025,M02
APUS49C74715     ,S49C,74715,2018,M01,2025,M02
APUS49C74716     ,S49C,74716,2018,M01,2025,M02
APUS49C7471A     ,S49C,7471A,2018,M01,2025,M02
APUS49D72511     ,S49D,72511,1978,M11,1986,M12
APUS49D72601     ,S49D,72601,1978,M11,2013,M06
APUS49D72610     ,S49D,72610,1978,M11,2024,M12
APUS49D72611     ,S49D,72611,1978,M11,2013,M06
APUS49D72620     ,S49D,72620,1978,M11,2024,M12
APUS49D72621     ,S49D,72621,1978,M11,2013,M06
APUS49D74712     ,S49D,74712,1978,M01,1986,M12
APUS49D74713     ,S49D,74713,1978,M01,1981,M03
APUS49D74714     ,S49D,74714,1978,M01,2025,M02
APUS49D74715     ,S49D,74715,1998,M01,2025,M02
APUS49D74716     ,S49D,74716,1981,M09,2025,M02
APUS49D7471A     ,S49D,7471A,1978,M01,2025,M02
APUS49E72601     ,S49E,72601,1978,M11,1986,M12
APUS49E72610     ,S49E,72610,1978,M11,2024,M12
APUS49E72611     ,S49E,72611,1978,M11,1986,M12
APUS49E72620     ,S49E,72620,1978,M11,2024,M12
APUS49E72621     ,S49E,72621,1978,M11,1986,M12
APUS49E74712     ,S49E,74712,1978,M01,1986,M12
APUS49E74713     ,S49E,74713,1978,M01,1983,M12
APUS49E74714     ,S49E,74714,1978,M01,2025,M02
APUS49E74715     ,S49E,74715,2018,M01,2025,M02
APUS49E74716     ,S49E,74716,1981,M09,2025,M02
APUS49E7471A     ,S49E,7471A,1978,M01,2025,M02
APUS49F72601     ,S49F,72601,1978,M11,1986,M12
APUS49F72610     ,S49F,72610,1978,M11,2024,M12
APUS49F72611     ,S49F,72611,1978,M11,1986,M12
APUS49F72620     ,S49F,72620,1978,M11,2024,M12
APUS49F72621     ,S49F,72621,1978,M11,1986,M12
APUS49F74712     ,S49F,74712,1978,M01,1986,M12
APUS49F74713     ,S49F,74713,1978,M01,1983,M12
APUS49F74714     ,S49F,74714,1978,M01,2025,M02
APUS49F74715     ,S49F,74715,2021,M06,2025,M02
APUS49F74716     ,S49F,74716,1986,M02,2025,M02
APUS49F7471A     ,S49F,7471A,1978,M01,2025,M02
APUS49G72511     ,S49G,72511,1978,M11,1986,M12
APUS49G72601     ,S49G,72601,1978,M11,1986,M12
APUS49G72610     ,S49G,72610,1978,M11,2024,M12
APUS49G72611     ,S49G,72611,1978,M11,1986,M12
APUS49G72620     ,S49G,72620,1978,M11,2024,M12
APUS49G72621     ,S49G,72621,1978,M11,1986,M12
APUS49G74712     ,S49G,74712,1978,M01,1986,M12
APUS49G74713     ,S49G,74713,1978,M01,1981,M04
APUS49G74714     ,S49G,74714,1978,M01,2025,M02
APUS49G74715     ,S49G,74715,2021,M06,2025,M02
APUS49G74716     ,S49G,74716,1981,M09,2025,M02
APUS49G7471A     ,S49G,7471A,1978,M01,2025,M02
